rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,ndam,eval,club,language,female,category,m_other,name,pop
1930,0,female,20.0,15.0,yes,3,12,3,3,8260.0,2.8,Queens Park Rangers,English,1.0,3,2,Fran,East Africa
1940,0,male,22.0,4.0,yes,3,16,3,5,200.0,4.0,SpVgg Greuther Fürth,English,0.0,1,2,Danny,Khoi-San
1947,0,female,33.0,7.0,yes,3,14,1,4,1650.0,3.3,Manchester United,German,0.0,2,2,Bonnie,Australian aboriginie
1949,0,female,19.0,1.5,no,2,14,4,5,160.0,3.0,Bor. Mönchengladbach,English,0.0,1,2,Earl,Ebolwa
1951,0,female,21.0,4.0,yes,4,14,1,4,3870.0,3.6,Espanyol Barcelona,Dutch,0.0,2,2,Georges,Native Californian
1952,0,female,22.0,4.0,no,4,14,5,5,94.0,3.8,Rayo Vallecano,English,1.0,3,3,Bret,Australian aboriginie
1960,0,female,30.0,1.5,no,2,16,4,5,8130.0,3.9,Girondins Bordeaux,English,0.0,2,3,Floyd,Australian aboriginie
9001,0,male,58.0,15.0,no,4,14,5,4,1430.0,4.7,FC Schalke 04,English,0.0,1,3,Irene,Australian aboriginie
9012,0,male,31.0,10.0,yes,2,18,6,2,1260.0,4.7,FC Barcelona,English,1.0,1,3,Lili,Native Californian
9023,0,male,,15.0,yes,3,17,5,4,250.0,3.9,Bayern München,,1.0,1,2,Claudette,Native Californian
9029,0,female,26.0,4.0,yes,2,16,1,4,4980.0,4.4,Bor. Mönchengladbach,English,0.0,2,2,Isabel,East Africa
6,3,male,22.0,1.5,no,3,18,4,4,5.0,3.6,Getafe CF,Dutch,0.0,1,2,Alex,Tasmanien
12,3,female,29.0,4.0,yes,3,17,1,5,20510.0,4.2,Bayern München,English,0.0,4,3,Charley,Buriat
43,7,male,18.0,15.0,yes,5,18,6,2,12620.0,3.4,FC Barcelona,Portuguese,0.0,2,3,Frances,Australian aboriginie
53,12,female,,10.0,yes,3,17,5,2,170.0,4.0,Évian Thonon Gaillard,,1.0,1,3,Gaston,Native Californian
67,1,male,19.0,0.125,no,4,16,5,5,18590.0,4.2,Manchester United,English,0.0,3,2,Ivan,Native Californian
79,1,female,52.0,1.5,yes,2,14,1,5,10210.0,4.4,Rayo Vallecano,English,1.0,3,2,Jeanne,Alaska
122,12,male,13.0,15.0,yes,4,14,5,2,350.0,4.5,SC Freiburg,English,0.0,1,3,Cindy,Tasmanien
126,7,female,34.0,1.5,no,2,14,3,4,2650.0,3.2,VfB Stuttgart,English,0.0,3,2,Dennis,Buriat
133,2,male,19.0,15.0,yes,2,18,6,4,,4.3,Stoke City,English,0.0,3,3,Katrina,Native Californian
138,3,female,48.0,15.0,yes,4,12,3,2,91.0,3.3,Atlético Madrid,English,0.0,1,3,Ophelia,Sami
154,1,female,35.0,15.0,yes,4,14,4,2,10690.0,3.2,Stoke City,English,0.0,3,3,Rita,Native Californian
159,7,female,27.0,15.0,yes,3,17,1,4,25960.0,4.1,Borussia Dortmund,English,1.0,3,3,Wilma,Khoi-San
174,12,female,28.0,15.0,yes,5,9,4,1,51.0,4.3,Atlético Madrid,English,0.0,1,3,Humberto,Ebolwa
176,12,male,14.0,10.0,yes,2,20,6,2,1110.0,4.5,Fulham FC,English,0.0,1,4,Dolly,East Africa
181,12,female,12.0,15.0,yes,3,14,1,2,4360.0,3.7,Hamburger SV,English,0.0,2,4,Gustav,East Africa
182,3,male,24.0,4.0,no,1,18,6,5,20370.0,4.3,Bor. Mönchengladbach,English,1.0,2,2,Ike,Australian aboriginie
186,7,male,20.0,10.0,yes,2,18,7,3,7110.0,4.4,Tottenham Hotspur,English,0.0,1,3,Irene,Native Californian
189,7,female,21.0,4.0,no,3,17,5,5,24000.0,4.2,1899 Hoffenheim,English,1.0,1,2,Isaac,Australian aboriginie
204,1,male,28.0,15.0,yes,4,16,5,5,75000.0,4.0,Sevilla FC,English,1.0,2,2,Sandy,Australian aboriginie
215,1,female,49.0,15.0,yes,5,14,4,5,1590.0,3.4,Borussia Dortmund,English,1.0,3,2,Easy,Native Californian
232,7,female,22.0,4.0,yes,3,18,5,4,5350.0,4.5,ESTAC Troyes,Korean,0.0,3,3,King,Native Californian
233,1,female,24.0,7.0,yes,5,14,1,4,150.0,3.9,ESTAC Troyes,English,0.0,1,2,Able,Khoi-San or bushman half-caste
252,12,male,51.0,1.5,yes,3,17,5,4,58.0,3.1,Wigan Athletic,Italian,0.0,1,2,Barbara,West Africa
253,12,female,26.0,7.0,yes,4,14,6,2,15.0,4.0,Évian Thonon Gaillard,English,0.0,1,2,Florence,Australian aboriginie
274,3,female,29.0,15.0,yes,4,16,5,4,19321.0,3.8,Sevilla FC,English,0.0,3,3,Carol,Native Californian
275,7,female,28.0,10.0,yes,4,12,7,3,3230.0,3.4,Paris Saint-Germain,English,0.0,3,4,Edna,Australian aboriginie
287,1,male,28.0,1.5,no,2,18,5,2,24260.0,2.9,Everton FC,English,0.0,4,2,Hazel,Native Californian
288,1,male,45.0,4.0,no,4,20,6,4,2030.0,4.5,Stade Rennes,English,0.0,3,3,Connie,Native Californian
325,1,female,52.0,7.0,yes,3,14,1,3,14730.0,4.0,Stade Rennes,English,0.0,1,2,Diane,Sami
328,3,female,23.0,10.0,yes,4,14,1,4,6200.0,3.8,Montpellier HSC,Finnish,1.0,3,2,Ione,Borneo
344,3,male,36.0,4.0,yes,2,18,7,2,1540.0,4.3,VfB Stuttgart,French,0.0,2,2,Flossy,Native Californian
353,1,female,,0.75,no,5,14,4,5,,3.4,VfL Wolfsburg,,0.0,4,2,Audrey,Ebolwa
354,1,female,54.0,10.0,yes,4,18,1,5,540.0,3.4,Levante UD,English,0.0,3,3,Helene,Australian aboriginie
367,7,female,32.0,7.0,yes,2,17,6,4,430.0,3.3,Bayern München,,0.0,1,2,Debra,Buriat
369,7,male,21.0,15.0,yes,2,20,6,4,510.0,4.3,Chelsea FC,Chinese,0.0,3,4,Gracie,Australian aboriginie
390,7,female,36.0,10.0,no,1,20,5,3,53270.0,4.4,Eintracht Frankfurt,French,0.0,4,2,Donna,Ebolwa
392,12,female,22.0,10.0,yes,2,16,5,5,35.0,4.6,Deportivo La Coruña,English,0.0,1,3,Ethel,Buriat
423,7,male,46.0,15.0,yes,2,20,6,4,15850.0,4.2,Queens Park Rangers,English,0.0,4,3,Carla,Chucki
432,7,female,18.0,15.0,yes,1,12,1,3,300.0,4.0,Manchester City,Chinese,0.0,1,2,Cindy,French Cameroons
436,1,male,,15.0,yes,2,20,6,3,6450.0,3.3,Valencia CF,,0.0,2,4,Cleo,Borneo
483,2,male,23.0,15.0,yes,3,18,6,5,16260.0,4.4,Norwich City,German,0.0,2,3,Dora,Khoi-San
513,12,female,24.0,4.0,no,3,12,3,4,2770.0,2.3,SC Freiburg,English,0.0,3,2,Hilda,Borneo
516,12,male,48.0,7.0,yes,1,18,6,2,800.0,3.5,Walsall FC,English,0.0,2,3,Isbell,West Africa
518,1,male,27.0,4.0,yes,3,18,5,5,20000.0,4.7,Rayo Vallecano,Romanian,0.0,3,2,Betsy,West Africa
520,12,male,16.0,15.0,yes,4,17,6,5,730.0,3.9,OGC Nice,English,0.0,2,2,Alma,Khoi-San
526,12,female,23.0,15.0,yes,4,12,1,1,99.0,4.0,VfL Wolfsburg,German,0.0,1,2,Inez,Buriat
528,7,male,32.0,4.0,no,3,14,3,4,5060.0,4.3,Eintracht Frankfurt,English,0.0,3,2,Beulah,Borneo
553,7,female,35.0,7.0,yes,4,18,4,5,800.0,3.8,Bayern München,English,0.0,2,2,Gladys,Borneo
576,1,male,11.0,0.417,yes,3,12,3,4,23040.0,3.8,Stade Rennes,English,0.0,5,2,Camille,Australian aboriginie
611,3,male,50.0,15.0,yes,5,16,5,4,6870.0,4.0,Stade Reims,English,0.0,3,2,Celia,West Africa
625,12,male,51.0,15.0,yes,2,20,5,4,300.0,4.6,FC Barcelona,,0.0,2,2,Edith,Afalou
635,7,male,16.0,4.0,yes,2,17,6,4,500.0,3.5,Sevilla FC,English,0.0,1,2,Fern,Yaghan
646,1,male,25.0,4.0,no,2,14,4,5,200.0,4.7,Bayern München,English,1.0,1,3,Ginger,East Africa
657,7,female,13.0,15.0,yes,5,16,1,3,20430.0,4.2,Espanyol Barcelona,English,1.0,1,3,Agnes,Alaska
659,1,male,21.0,4.0,no,3,14,3,3,1180.0,3.4,FC Augsburg,English,1.0,3,3,Carmen,(Buriat) Chinese?
666,1,female,27.0,10.0,yes,4,16,1,4,6190.0,3.9,Sevilla FC,English,1.0,3,3,Eloise,Tasmanien
679,1,male,16.0,7.0,yes,3,14,7,4,570.0,4.5,Deportivo La Coruña,English,0.0,1,2,Belle,Australian aboriginie
729,7,male,25.0,7.0,yes,2,18,4,1,66.0,4.7,Olympique Lyon,English,1.0,1,2,Babe,East Africa
755,3,male,,1.5,no,1,14,3,2,70.0,3.5,Stade Brest,,0.0,1,2,Bob,Native Californian
758,7,male,45.0,4.0,yes,3,18,6,4,2700.0,3.7,Birmingham City,English,0.0,2,3,David,Afalou
770,7,male,60.0,15.0,yes,4,20,6,4,12770.0,4.0,Stade Brest,Spanish,1.0,3,3,Frederic,Afalou
786,2,female,70.0,15.0,yes,1,18,5,4,2130.0,4.1,Stoke City,English,0.0,3,3,Allen,Australian aboriginie
797,7,female,11.0,4.0,yes,3,18,5,2,10400.0,4.4,Arsenal FC,English,0.0,3,2,Alicia,West Africa
811,1,male,48.0,4.0,yes,1,16,4,4,410.0,4.2,Liverpool FC,English,1.0,2,2,Diana,Khoi-San
834,7,male,25.0,7.0,yes,4,16,1,4,130.0,4.5,Stade Reims,English,0.0,1,3,Bob,West Africa
858,2,male,54.0,15.0,yes,1,17,4,4,160.0,3.8,Sunderland AFC,English,1.0,1,2,Danny,Borneo
885,7,female,41.0,15.0,yes,4,14,5,2,4180.0,3.1,FC Schalke 04,English,0.0,3,3,Elena,Native Californian
893,7,male,27.0,10.0,yes,1,18,5,3,3020.0,3.7,FC Lorient,English,0.0,3,3,Gloria,Khoi-San or bushman half-caste
927,3,male,28.0,15.0,yes,3,17,6,1,4730.0,3.9,Granada CF,English,0.0,1,3,Juan,East Africa
928,1,female,15.0,15.0,yes,3,14,4,4,1310.0,4.0,Wigan Athletic,English,0.0,2,3,Kate,Australian aboriginie
933,2,female,22.0,7.0,yes,3,17,5,3,6.0,3.3,Levante UD,English,0.0,1,3,Bonnie,Native Californian
951,12,male,50.0,7.0,yes,2,12,4,2,58.0,3.1,Atlético Madrid,English,0.0,1,4,Charley,Khoi-San
968,1,male,33.0,4.0,no,4,14,2,5,1.0,4.0,Toulouse FC,English,1.0,1,4,Floyd,Borneo
972,3,male,20.0,7.0,yes,3,18,6,4,4.0,4.3,Stoke City,English,1.0,1,2,Florence,Australian aboriginie
975,12,female,21.0,15.0,yes,1,18,5,5,290.0,3.7,Queens Park Rangers,English,0.0,1,3,Chantal,Australian aboriginie
977,7,female,40.0,15.0,yes,3,17,1,3,20020.0,3.4,Deportivo La Coruña,English,0.0,4,2,Hugo,Khoi-San or bushman half-caste
981,7,female,50.0,7.0,no,2,17,5,5,230.0,4.3,Deportivo La Coruña,English,0.0,1,2,Jerry,Khoi-San
986,1,female,21.0,7.0,yes,3,17,5,3,3620.0,3.7,Newcastle United,German,1.0,2,2,Bob,Borneo
1002,1,male,25.0,1.5,yes,2,14,2,4,66730.0,4.2,Werder Bremen,English,1.0,5,3,Andrew,Borneo
1007,12,female,12.0,15.0,yes,4,14,1,2,96.0,2.2,Bayer Leverkusen,English,0.0,3,2,Emily,Khoi-San
1011,7,male,24.0,10.0,yes,3,14,5,4,1650.0,3.0,Olympique Marseille,English,0.0,2,2,Erin,Afalou
1035,7,male,35.0,4.0,yes,1,20,6,3,7550.0,4.3,SpVgg Greuther Fürth,English,0.0,3,2,Opal,Alaska
1050,1,female,45.0,4.0,yes,2,16,5,3,700.0,4.6,Sunderland AFC,English,0.0,2,3,Bertha,Arabia
1056,12,female,24.0,15.0,yes,3,14,4,3,8260.0,3.5,Stoke City,English,0.0,3,4,Fran,East Africa
1057,1,male,19.0,10.0,yes,5,20,6,5,200.0,4.6,FC Barcelona,English,0.0,1,2,Danny,Ebolwa
1075,12,male,18.0,10.0,yes,2,20,6,2,1650.0,3.7,Atlético Madrid,English,0.0,2,3,Bonnie,West Africa
1080,12,female,24.0,7.0,yes,1,14,3,3,160.0,3.8,Real Zaragoza,English,0.0,1,2,Earl,Australian aboriginie
1125,3,female,46.0,7.0,yes,4,12,1,2,3870.0,3.6,SC Bastia,English,1.0,2,2,Georges,Arabia
1131,3,male,16.0,10.0,yes,2,14,4,4,94.0,4.4,1. FC Nürnberg,English,0.0,3,2,Bret,East Africa
1138,12,female,,0.75,yes,2,12,1,3,8130.0,4.1,West Bromwich Albion,,0.0,2,2,Floyd,Chucki
1150,12,female,12.0,15.0,yes,3,18,5,4,1430.0,4.3,AS Saint-Étienne,Vietnamese,0.0,1,3,Irene,Ebolwa
1163,2,female,,7.0,no,4,14,4,3,1260.0,4.0,Bor. Mönchengladbach,,0.0,1,2,Lili,Arabia
1169,1,male,,7.0,yes,4,20,6,5,250.0,4.8,Stoke City,Spanish,0.0,1,4,Claudette,Khoi-San
1198,7,male,18.0,4.0,yes,2,18,6,2,4980.0,3.5,Manchester City,Swedish,1.0,2,2,Isabel,Khoi-San or bushman half-caste
1204,1,female,25.0,1.5,yes,5,14,5,3,5.0,3.6,Girondins Bordeaux,English,0.0,1,3,Alex,East Africa
1218,12,female,27.0,15.0,no,3,17,5,1,20510.0,3.8,Southampton FC,English,0.0,4,3,Charley,Ebolwa
1230,12,female,24.0,15.0,yes,2,12,1,2,12620.0,4.7,Getafe CF,English,1.0,2,2,Frances,Native Californian
1236,7,male,,15.0,yes,3,20,5,4,170.0,4.9,Arsenal FC,,0.0,1,4,Gaston,Borneo
1247,12,male,30.0,10.0,no,2,18,4,2,18590.0,4.3,1899 Hoffenheim,English,0.0,3,3,Ivan,Borneo
1259,12,female,51.0,15.0,yes,3,9,1,1,10210.0,3.3,West Bromwich Albion,,0.0,3,2,Jeanne,West Africa
1294,7,male,24.0,15.0,yes,5,20,4,5,350.0,3.4,Tottenham Hotspur,English,0.0,1,3,Cindy,Yaghan
1353,12,male,32.0,15.0,yes,4,20,6,4,2650.0,3.6,Paris Saint-Germain,English,0.0,3,2,Dennis,East Africa
1370,2,female,,15.0,yes,2,17,6,3,,4.0,1. FSV Mainz 05,,0.0,3,2,Katrina,Khoi-San
1427,12,male,46.0,15.0,yes,3,17,6,3,91.0,3.9,Getafe CF,English,0.0,1,2,Ophelia,Afalou
1445,12,male,22.0,15.0,yes,5,17,5,2,10690.0,4.3,1. FSV Mainz 05,Dutch,0.0,3,2,Rita,Buriat
1460,7,male,21.0,10.0,yes,2,20,6,4,25960.0,3.3,Tottenham Hotspur,Other,0.0,3,2,Wilma,Native Californian
1480,2,male,20.0,15.0,yes,2,16,5,4,51.0,3.7,Bayer Leverkusen,Chinese,0.0,1,2,Humberto,Chucki
1505,12,female,52.0,15.0,yes,1,14,5,2,1110.0,3.6,Eintracht Frankfurt,English,0.0,1,2,Dolly,Alaska
1543,7,male,41.0,10.0,yes,3,17,6,3,4360.0,4.4,Stade Rennes,English,0.0,2,2,Gustav,Ebolwa
1548,2,male,37.0,15.0,yes,4,18,5,1,20370.0,4.0,FC Schalke 04,English,0.0,2,2,Ike,Native Californian
1550,7,female,16.0,1.5,no,2,17,5,5,7110.0,2.1,Deportivo La Coruña,German,0.0,1,3,Irene,Borneo
1561,3,female,26.0,15.0,yes,2,17,5,2,24000.0,3.2,Liverpool FC,English,0.0,1,3,Isaac,Alaska
1564,12,male,21.0,15.0,yes,2,17,5,4,75000.0,3.5,West Ham United,English,0.0,2,3,Sandy,Yaghan
1573,12,female,20.0,4.0,no,2,14,5,5,1590.0,4.1,Newcastle United,English,1.0,3,3,Easy,Australian aboriginie
1575,2,female,50.0,10.0,yes,4,14,1,5,5350.0,4.6,Bayern München,English,0.0,3,2,King,Ebolwa
1599,1,female,21.0,4.0,yes,3,16,1,3,150.0,3.8,Arsenal FC,Russian,0.0,1,2,Able,Alaska
1622,12,male,47.0,7.0,no,4,16,5,5,58.0,3.8,Fortuna Düsseldorf,Romanian,0.0,1,2,Barbara,Native Californian
1629,2,female,33.0,4.0,yes,1,16,3,5,15.0,3.8,Stoke City,Standard_Hindi,0.0,1,3,Florence,East Africa
1664,7,female,49.0,15.0,yes,2,17,6,4,19321.0,4.2,Liverpool FC,English,0.0,3,3,Carol,Borneo
1669,2,female,57.0,4.0,no,1,17,3,1,3230.0,3.9,Real Sociedad,French,0.0,3,3,Edna,East Africa
1674,12,female,30.0,0.75,yes,2,12,3,5,24260.0,4.5,Sevilla FC,English,0.0,4,2,Hazel,Australian aboriginie
1682,7,female,14.0,15.0,yes,5,18,5,4,2030.0,4.5,West Ham United,English,0.0,3,2,Connie,Buriat
1685,7,female,21.0,4.0,no,1,16,3,5,14730.0,4.4,Arsenal FC,English,0.0,1,3,Diane,Sami
1697,2,male,,4.0,yes,4,18,6,4,6200.0,4.4,Olympique Marseille,,0.0,3,2,Ione,Native Californian
1716,1,female,19.0,1.5,yes,3,18,5,2,1540.0,4.4,SpVgg Greuther Fürth,English,0.0,2,3,Flossy,Australian aboriginie
1730,3,female,19.0,15.0,yes,2,17,5,4,,4.5,1899 Hoffenheim,English,0.0,4,3,Audrey,French Cameroons
1731,1,male,33.0,7.0,yes,4,16,4,4,540.0,4.3,AC Ajaccio,English,1.0,3,3,Helene,Native Californian
1732,12,male,19.0,15.0,no,3,14,6,2,430.0,4.6,Lille OSC,English,0.0,1,3,Debra,East Africa
1743,1,male,13.0,15.0,yes,3,16,6,3,510.0,4.8,Levante UD,English,0.0,3,3,Gracie,Borneo
1751,1,male,,4.0,yes,1,18,5,4,53270.0,4.3,Fulham FC,,1.0,4,4,Donna,Native Californian
1757,2,male,26.0,15.0,yes,4,20,7,3,35.0,4.0,FC Barcelona,Dutch,,1,4,Ethel,Borneo
1763,7,male,55.0,15.0,yes,3,20,6,4,15850.0,4.0,Queens Park Rangers,English,0.0,4,2,Carla,French Cameroons
1766,3,male,42.0,1.5,no,2,12,3,3,300.0,3.9,Norwich City,English,1.0,1,3,Cindy,Australian aboriginie
1772,3,male,22.0,4.0,yes,3,20,6,2,6450.0,3.3,Paris Saint-Germain,English,0.0,2,2,Cleo,Native Californian
1776,2,male,57.0,15.0,yes,5,20,6,5,16260.0,4.5,Valenciennes FC,English,1.0,2,2,Dora,Native Californian
1782,12,female,33.0,15.0,yes,1,18,5,5,2770.0,4.5,AS Nancy,German,0.0,3,2,Hilda,Afalou
1784,12,male,20.0,15.0,no,1,18,6,5,800.0,4.5,Fortuna Düsseldorf,English,0.0,2,3,Isbell,Buriat
1791,3,female,33.0,15.0,yes,4,16,4,4,20000.0,2.5,Fulham FC,English,1.0,3,2,Betsy,Buriat
1831,7,female,22.0,15.0,yes,3,14,3,2,730.0,4.3,Liverpool FC,English,0.0,2,2,Alma,East Africa
1840,7,female,,7.0,yes,4,16,1,2,99.0,4.5,FC Augsburg,,0.0,1,2,Inez,West Africa
1844,12,male,19.0,15.0,yes,3,18,6,2,5060.0,4.7,Real Zaragoza,English,1.0,3,3,Beulah,Ebolwa
1856,7,female,21.0,15.0,yes,2,14,3,2,800.0,3.5,Hamburger SV,Swedish,0.0,2,4,Gladys,Sami
1876,12,male,17.0,7.0,yes,2,17,5,4,23040.0,4.5,1. FSV Mainz 05,,0.0,5,2,Camille,Chucki
1929,3,male,26.0,10.0,yes,4,14,4,3,6870.0,3.8,AC Ajaccio,Dutch,0.0,3,3,Celia,Australian aboriginie
1935,7,male,17.0,15.0,yes,3,16,4,2,300.0,4.5,Hamburger SV,English,0.0,2,2,Edith,Alaska
1938,1,male,27.0,1.5,yes,1,12,2,5,500.0,4.3,Valencia CF,English,1.0,1,2,Fern,Australian aboriginie
1941,7,female,20.0,10.0,yes,2,18,5,4,200.0,3.9,Peterborough United,English,0.0,1,2,Ginger,South Africa
1954,2,male,34.0,10.0,yes,2,17,6,5,20430.0,4.3,Paris Saint-Germain,Spanish,0.0,1,2,Agnes,Chucki
1959,2,male,24.0,7.0,yes,3,18,6,2,1180.0,4.2,Hamburger SV,English,0.0,3,3,Carmen,East Africa
9010,1,female,21.0,15.0,yes,3,14,1,5,6190.0,5.0,Paris Saint-Germain,Dutch,0.0,3,2,Eloise,Australian aboriginie
