Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept,player,religiousness,expenditure,school,persons,games,f_other,n_other,students,occupation
1308,0.0,0,0.146,0,0.0,1,1,0,0.4,0,0.6666667,0,1,Kingsley Onuegbu,4,5864.366211,Bakersfield City Elementary,4,1,4,6,34,5
1309,0.0,0,0.258,0,0.0,2,2,0,0.32,0,0.7735849,0,1,Alexander Esswein,4,5257.996582,Franklin-McKinley Elementary,1,1,3,5,29,5
1310,0.0,0,0.33,1,1.0,1,5,0,0.35,0,0.7402299,0,1,Nicky Shorey,3,5016.692383,Hawthorne Elementary,2,3,3,5,27,6
1311,0.0,0,0.27,0,0.0,2,2,0,0.37,0,0.6666667,0,1,Alexander Madlung,2,4720.086426,Chowchilla Elementary,2,5,3,5,372,5
1312,0.0,0,0.29,0,1.0,1,1,0,0.35,0,0.9443038,0,1,Johannes Flum,4,5470.5625,Salinas City Elementary,2,7,3,5,343,1
1313,0.0,0,0.18,0,1.0,1,1,0,0.33,0,0.7823961,0,1,Bafetimbi Gomis,4,5615.441895,Santa Maria-Bonita Elementary,4,9,4,6,380,6
1314,0.0,0,0.15,1,1.0,2,1,0,0.15,0,0.72202164,0,1,Cristian Molinaro,5,5245.439941,Whittier City Elementary,4,7,4,6,322,5
1315,0.0,0,0.23,0,1.0,1,1,0,0.34,0,0.46448088,0,1,Titus Bramble,5,4838.175293,Eastside Union Elementary,1,19,7,10,66,7
1316,0.0,0,0.17,1,0.0,1,1,0,0.27,0,0.7133758,0,1, Rubén Miño,3,5367.988281,Lawndale Elementary,1,1,7,10,40,5
1317,0.0,1,0.18,0,1.0,1,5,0,0.34,0,0.8,0,1,Darren Fletcher,4,5526.236816,Robla Elementary,3,1,7,10,60,6
1318,0.0,0,0.22,0,1.0,1,2,0,0.3,0,0.6423358,0,1,Benjamin Nivet,4,4353.019531,Santa Rita Union Elementary,1,1,7,10,38,3
1319,0.0,0,0.32,0,0.0,2,1,0,0.32,0,0.59574467,0,1,Leighton Baines,5,5034.290039,Rio Elementary,2,1,4,6,93,6
1320,0.0,0,0.73,1,1.0,1,1,0,,0,0.7075472,0,1,Ivan Rakitić,4,4692.493652,Strathmore Union Elementary,3,10,3,5,36,1
1321,0.0,0,0.15,0,0.0,1,2,0,0.28,0,0.79646015,0,1, Roberto Firmino,4,5606.781738,North Sacramento Elementary,4,3,3,5,29,2
1322,0.0,0,0.22,1,1.0,1,1,0,0.24,0,0.7037037,0,1,Jamie Carragher,2,4969.180664,Anaheim Elementary,4,32,7,10,23,2
1323,1.0,1,0.24,0,0.0,2,1,0,0.24,0,0.8,0,1,Joe Cole,5,4675.674805,Lemoore Union Elementary,3,1,7,10,36,5
1324,0.0,0,0.36,0,1.0,1,1,0,0.38,0,1.0315789,0,1,Massimo Volta,4,5306.132813,Armona Union Elementary,1,3,7,10,30,5
1325,0.0,1,0.26,0,1.0,2,1,0,0.32,0,0.9,0,1,Benjamin Uphoff,2,5693.883301,Beardsley Elementary,2,2,3,5,8,1
1326,1.0,0,0.24,0,0.0,2,2,0,0.35,0,0.8636364,0,1,Marouane Fellaini,3,5181.57959,South Whittier Elementary,3,1,3,5,12,5
1327,1.0,0,0.17,0,0.0,2,1,0,0.25,0,1.1875,0,1,Gabriel Obertan,5,5228.650879,Hanford Elementary,1,2,7,10,65,6
1328,0.0,0,0.11,0,0.0,1,1,0,0.44,0,0.5,0,1,Richard Chaplow,2,5339.391113,National Elementary,2,6,4,6,53,4
1329,0.0,0,0.12,0,1.0,2,2,0,0.12,0,0.33333334,0,1, Xabi Alonso,4,6056.49707,Roseland Elementary,4,3,7,10,58,5
1330,0.0,0,0.21,0,0.0,1,1,0,0.21,0,0.63829786,0,1,Bernd Leno,2,4845.680176,Di Giorgio Elementary,4,1,7,10,67,6
1331,0.0,0,0.24,1,1.0,1,1,0,0.24,0,0.73333335,0,1,Alex Pearce,2,4826.666016,Keppel Union Elementary,2,6,7,10,36,6
1332,0.0,0,0.36,0,1.0,1,1,0,0.36,0,0.59183675,0,1,Benoît Pedretti,4,5367.090332,Lakeside Union Elementary,3,12,7,10,17,1
1333,0.0,0,0.19,0,0.0,2,2,0,0.32,0,0.8034188,0,1,Phil Jones,4,5742.73291,Merced City Elementary,1,1,7,10,17,6
1334,0.0,0,0.35,1,1.0,3,2,0,0.42,0,0.8,0,1,Andrés Guardado,2,4136.250977,Guadalupe Union Elementary,1,5,9,13,13,6
1335,1.0,0,0.24,1,0.0,1,1,1,0.37,0,0.5964912,0,1,Max Gradel,2,5267.831055,Cucamonga Elementary,3,4,9,13,19,6
1336,0.0,0,0.32,1,0.0,4,3,0,0.33,0,0.6702509,0,1,James Tomkins,3,5238.39209,Knightsen Elementary,4,1,4,6,12,5
1337,0.0,0,0.22,0,1.0,1,1,0,0.27,0,0.49107143,0,1,Ryan Taylor,3,5462.899414,Rio Dell Elementary,1,7,7,10,12,5
1338,1.0,0,0.26,0,0.0,1,1,0,0.3,0,0.5825243,0,1,Stephen Kelly,2,6313.373535,Montague Elementary,4,1,3,5,16,6
1339,0.0,0,0.48,1,0.0,1,3,0,0.48,0,0.72820514,0,1,Abel Aguilar,2,6653.030762,McCloud Union Elementary,3,4,3,5,12,1
1340,0.0,0,0.17,0,1.0,2,1,0,0.19,0,0.7866667,0,1,Fabrice Begeorgi,4,5533.149414,Santa Paula Elementary,3,2,3,5,14,5
1341,0.0,0,0.17,0,1.0,2,1,0,0.19,0,0.6329114,0,1,Antoine Griezmann,1,6118.710449,West Park Elementary,2,3,7,10,11,5
1342,0.0,0,0.31,0,1.0,1,1,0,0.31,0,0.7236842,0,1,Kévin Théophile-Catherine,2,5098.626953,Atwater Elementary,3,3,4,6,15,1
1343,0.0,0,0.28,0,1.0,2,6,0,0.36,0,0.7987013,0,1,Oliver Kirch,5,5652.878906,Weaver Union Elementary,2,2,3,5,6,6
1344,1.0,0,0.13,0,1.0,1,5,0,0.21,0,0.42682928,0,1,Mladen Petrić,5,5329.002441,Pacific Union Elementary,4,1,3,5,15,5
1345,0.0,0,0.24,0,1.0,1,1,0,0.33,0,0.54761904,0,1, David Luiz,2,5929.809082,Lucerne Valley Unified,3,1,7,10,12,5
1346,0.0,0,0.35,0,0.0,2,1,0,0.36,0,0.73170733,0,1,Roque Santa Cruz,3,4897.067871,Romoland Elementary,4,1,9,13,15,6
1347,1.0,0,0.3,0,0.0,2,6,1,0.37,0,0.7826087,0,1,Per Mertesacker,1,5100.202148,El Monte City Elementary,4,12,4,6,10,5
1348,0.0,0,0.25,0,1.0,1,2,0,0.35,0,0.77380955,0,1,Damien Tibéri,4,4825.722656,Greenfield Union Elementary,2,2,7,10,16,5
1349,0.0,0,0.14,0,0.0,2,1,0,0.42,0,0.79844964,0,1, Rafinha,5,4079.12915,Palo Verde Union Elementary,4,1,3,5,15,1
1350,0.0,0,0.26,0,1.0,2,6,0,0.34,0,0.86764705,0,1,Tom Trybull,4,5349.367676,Elverta Joint Elementary,1,2,3,5,15,6
1351,0.0,0,0.17,0,1.0,1,1,0,0.24,0,0.7987013,0,1,Eljero Elia,1,5869.38916,Lucerne Elementary,2,1,4,6,21,5
1352,0.0,0,0.24,0,0.0,2,1,0,0.38,0,0.8979592,0,1,Stuart Taylor,4,6462.12793,Luther Burbank Elementary,4,1,3,5,14,6
1353,0.0,0,0.28,0,1.0,2,1,0,0.38,0,0.2739726,0,1,Cyril Hennion,2,6231.601563,Bangor Union Elementary,3,1,7,10,16,4
1354,0.0,0,0.01,1,1.0,2,2,0,0.18,0,0.7962963,0,1, Asenjo,2,4993.867676,Bayshore Elementary,2,2,3,5,21,5
1355,0.0,0,0.2,1,1.0,1,5,0,0.34,0,0.5925926,0,1,Stephen Ireland,4,4663.811035,Oak Valley Union Elementary,4,12,9,13,18,6
1356,0.0,0,0.28,0,0.0,2,1,0,0.33,0,0.9230769,0,1,Steeve Elana,2,6107.106445,Wilsona Elementary,1,1,3,5,17,4
1357,0.0,0,0.2,0,1.0,2,6,0,0.25,0,0.88148147,0,1,Gustavo Munúa,4,5324.228027,Brawley Elementary,3,3,7,10,19,6
1358,0.0,1,0.31,0,1.0,2,6,0,0.38,0,0.91549295,0,1,Danny Wilson,5,5221.460938,Meadows Union Elementary,4,1,7,10,11,1
1359,0.0,0,0.26,1,1.0,1,1,0,0.35,0,0.79310346,0,1,Jens Langeneke,4,5157.784668,Little Lake City Elementary,4,8,4,6,14,1
1360,1.0,0,0.23,0,0.0,2,1,0,0.38,0,0.8,0,1,Maximilian Beister,4,5131.119141,Pond Union Elementary,1,1,9,13,16,5
1361,0.0,0,0.24,1,0.0,2,6,1,0.37,0,0.6,0,1,Joleon Lescott,2,5279.354004,Taft City Elementary,2,4,7,10,22,5
1362,0.0,0,0.35,0,1.0,2,6,1,0.38,0,0.7258065,0,1,Steven Whittaker,2,4704.043945,Brittan Elementary,1,10,4,6,17,6
1363,0.0,0,0.26,0,1.0,1,2,0,0.36,0,0.65686274,0,1,Dong-Won Ji,2,6089.910645,Arena Union Elementary,4,2,7,10,67,5
1364,0.0,0,0.3,0,1.0,2,1,0,0.34,0,0.92253524,0,1,Stewart Downing,5,5356.833496,Adelanto Elementary,3,1,3,5,28,6
1365,0.0,0,0.29,0,1.0,2,1,0,0.36,0,0.47814208,0,1,Mamadou Sakho,5,5144.549316,Hollister School District,2,1,4,6,61,5
1366,0.0,0,0.2,0,1.0,1,1,0,0.23,0,0.610687,0,1,Erik Wille,3,4906.22998,Palmdale Elementary,2,4,4,6,49,1
1367,0.0,0,0.29,0,0.0,2,1,0,0.3,0,0.87142855,0,1,Szabolcs Huszti,4,5489.588867,Oroville City Elementary,4,1,3,5,13,1
1368,0.0,0,0.27,0,1.0,1,1,0,0.29,0,0.6925926,0,1,Emre Can,2,5718.55127,Standard Elementary,3,1,3,5,28,5
1369,0.0,0,0.36,0,1.0,1,5,0,0.39,0,0.64625853,0,1,Marcell Jansen,4,4436.152832,Briggs Elementary,3,1,3,5,67,5
1370,0.0,0,0.26,0,1.0,2,6,1,0.36,1,0.94827586,0,0,Oguchi Onyewu,3,4895.439453,Monroe Elementary,2,1,3,5,20,3
1371,1.0,0,0.16,0,0.0,1,1,0,0.28,0,0.8,0,1,Marc-Antoine Fortuné,4,5159.21875,Lancaster Elementary,1,5,4,6,43,2
1372,1.0,0,0.18,0,1.0,2,1,0,0.38,0,0.875969,0,1,Hedwiges Maduro,4,5490.654785,Alview-Dairyland Union Elementary,4,5,4,6,13,6
1373,0.0,0,0.26,1,1.0,1,5,0,0.26,0,0.5025126,0,1,Aristide Bancé,4,5172.019531,Magnolia Elementary,1,3,7,10,14,4
1374,0.0,1,0.3,0,1.0,1,5,0,0.44,0,0.9153846,0,1,Nathaniel Clyne,4,4441.672852,Liberty Elementary,4,1,7,10,19,1
1375,0.0,1,0.32,0,1.0,2,6,1,0.34,0,0.7241379,0,1,Ralf Fährmann,3,5220.370117,Mt. Pleasant Elementary,4,2,7,10,18,5
1376,0.0,0,0.21,0,1.0,2,5,0,0.34,0,0.8769231,0,1,Sammy Ameobi,2,5252.810547,El Centro Elementary,1,1,7,10,11,6
1377,0.0,0,0.29,0,1.0,2,6,0,0.38,0,0.78431374,0,1,Oguchi Onyewu,2,5518.702148,South Bay Union Elementary,3,1,4,6,18,5
1378,0.0,0,0.29,0,1.0,4,6,1,0.38,0,0.5299539,0,1, Luna,3,5609.487793,Cascade Union Elementary,2,2,3,5,11,5
1379,1.0,0,0.21,0,0.0,1,1,0,0.35,0,0.9153846,0,1,Zlatko Junuzović,2,4945.031738,Kings River Union Elementary,4,1,3,5,7,1
1380,0.0,0,0.14,0,1.0,2,6,0,0.16,1,0.8,0,0, Amorebieta,4,5223.025391,Gerber Union Elementary,3,1,7,10,24,1
1381,0.0,0,0.2,0,1.0,2,6,0,0.31,0,0.74380165,0,1,Mathieu Deplagne,4,4757.025391,Exeter Union Elementary,1,1,7,10,111,5
1382,0.0,0,0.27,0,1.0,2,5,0,0.36,0,0.46153846,0,1,Roman Weidenfeller,5,5522.161621,American Union Elementary,4,1,7,10,62,6
1383,0.0,0,0.31,1,0.0,2,5,0,0.31,0,0.86206895,0,1,Jan Kirchhoff,4,6087.608887,San Antonio Union Elementary,4,1,3,5,76,6
1384,0.0,0,0.21,0,0.0,2,1,0,0.45,1,0.65789473,0,0,Ashkan Dejagah,3,4960.515625,Burton Elementary,2,1,3,5,9,5
1385,1.0,0,0.38,0,0.0,2,1,0,0.39,0,0.57471263,0,1,Emmanuel Adebayor,4,4880.040527,Nuview Union Elementary,4,3,7,10,52,5
1386,0.0,0,0.07,0,0.0,3,6,0,0.2,1,0.8,0,0,Simon Pouplin,3,6538.417969,Bellevue Union Elementary,4,2,4,6,52,3
1387,0.0,0,0.23,0,1.0,2,4,0,0.24,0,0.67164177,0,1,Danny Fox,4,4925.659668,Garvey Elementary,3,2,7,10,54,1
1388,1.0,0,0.45,0,1.0,2,2,0,0.45,0,0.7222222,0,1, Dante,3,5204.6875,Corning Union Elementary,2,7,7,10,28,5
1389,0.0,0,0.26,0,0.0,1,1,0,0.61,0,0.8888889,0,1,Markus Feulner,2,4907.410645,Jefferson Elementary,2,1,7,10,24,5
1390,0.0,0,0.18,0,0.0,2,1,0,0.27,0,0.885,0,1,Etienne Didot,4,5923.45166,Big Springs Union Elementary,4,3,7,10,17,4
1391,0.0,0,0.24,0,1.0,4,3,0,0.55,0,0.5106383,0,1,Alexandre Alphonse,1,4741.957031,General Shafter Elementary,2,8,7,10,55,5
1392,1.0,0,0.29,0,0.0,2,3,0,0.32,0,0.92913383,0,1,Ryad Boudebouz,3,4954.019531,Turlock Joint Elementary,3,9,9,13,40,4
1393,0.0,0,0.09,0,0.0,1,1,0,0.17,0,0.8888889,0,1, Sandro,4,5500.10791,Twain Harte-Long Barn Union Elementary,3,1,9,13,42,1
1394,0.0,0,0.35,0,1.0,1,3,0,0.47,1,0.8035714,0,0,Louis Saha,4,5360.51709,Redwood City Elementary,1,1,4,6,182,5
1395,0.0,0,0.14,1,1.0,1,1,0,0.14,0,0.5925926,0,1,Mohamed Fofana,4,5685.63916,Camino Union Elementary,2,3,7,10,33,5
1396,1.0,0,0.28,0,0.0,2,1,0,0.38,0,0.85,0,1,Matthias Ostrzolek,2,5594.196289,Plainsburg Union Elementary,4,1,3,5,25,1
1397,0.0,0,0.23,1,1.0,2,1,0,0.31,0,0.7621951,0,1,Moussa Dembélé,1,4692.566895,Banta Elementary,3,10,3,5,48,5
1398,1.0,0,0.29,0,1.0,1,1,0,0.53,0,0.5925926,0,1,Clemens Fritz,4,5085.40625,Washington Colony Elementary,3,1,3,5,16,5
1399,0.0,0,0.17,0,0.0,1,1,0,0.26,0,0.7076923,0,1,David Ducourtioux,2,5456.197266,Rio Linda Union Elementary,2,5,7,10,18,4
1400,0.0,0,0.2,0,1.0,1,3,0,0.2,0,0.7659575,0,1,Armand Traoré,4,5105.179688,Chatom Union Elementary,1,13,4,6,30,6
1401,0.0,0,0.16,1,0.0,2,1,0,0.33,0,0.8,0,1,Andreas Beck,4,5519.677246,Merced River Union Elementary,2,4,3,5,28,5
1402,0.0,0,0.13,1,0.0,2,1,0,0.2,0,0.54744524,0,1,Hanno Balitsch,5,5065.911133,Hueneme Elementary,1,13,3,5,30,3
1403,0.0,0,0.28,0,1.0,1,3,1,0.52,0,0.6896552,0,1,Wojciech Szczęsny,2,5182.428223,Cuddeback Union Elementary,2,1,7,10,23,3
1404,1.0,0,0.15,0,0.0,2,1,0,0.33,0,0.41791046,0,1, Javi García,3,5960.464355,Blue Lake Union Elementary,3,1,9,13,23,6
1405,1.0,0,0.1,0,0.0,2,2,0,0.19,0,0.3880597,0,1,Valentin Eysseric,2,5124.836426,Lemon Grove Elementary,1,3,4,6,27,3
1406,1.0,0,0.253,0,1.0,2,1,0,0.294,0,0.9019608,0,1,Daniel Wass,2,5655.133301,Upper Lake Union Elementary,2,8,7,10,100,5
1407,0.0,0,0.29299998,0,0.0,2,1,0,0.29299998,1,0.8484849,0,0,Jack Cork,2,5811.689941,Peninsula Union Elementary,3,1,3,5,25,5
1408,1.0,0,0.33099997,0,0.0,1,2,0,0.337,0,0.35211268,0,1,Jermaine Jenas,4,5467.673828,Ocean View Elementary,1,1,3,5,17,1
1409,0.0,0,0.131,0,1.0,1,2,0,0.201,0,0.30769232,0,1,Benoît Pedretti,1,5213.089355,Reeds Creek Elementary,4,1,4,6,19,1
1410,0.0,0,0.188,0,0.0,1,2,0,0.264,0,0.33898306,0,1, Isma López,2,4613.1875,Arcohe Union Elementary,3,1,3,5,19,4
1411,0.0,0,0.2522,0,0.0,2,2,0,0.27969998,0,0.8852459,0,1,Mike Hanke,4,4886.983887,New Jerusalem Elementary,1,9,7,10,30,5
1412,0.0,0,0.31,0,0.0,1,1,0,0.44,0,0.800905,0,1,Zdravko Kuzmanović,3,6455.136719,Dunsmuir Elementary,3,1,3,5,15,3
1413,0.0,0,0.1891,0,1.0,1,1,0,0.2673,0,0.8,0,1,Johnny Heitinga,2,5125.433105,Stanislaus Union Elementary,4,2,9,13,20,5
1414,0.0,0,0.38,0,0.0,2,1,0,0.41,0,0.7236842,0,1,Bafetimbi Gomis,2,5193.692383,Kingsburg Joint Union Elementary,4,1,3,5,84,6
1415,0.0,0,0.2143,0,1.0,1,1,0,0.28440002,0,0.3381295,0,1,Louis Saha,2,5002.838867,Buena Park Elementary,1,1,7,10,13,5
1416,1.0,0,0.29,0,0.0,2,2,0,0.3,0,0.2,0,1,Chris Baird,2,5337.625488,Westminster Elementary,4,1,7,10,12,4
1417,1.0,0,0.15,0,0.0,2,6,0,0.27,0,0.33333334,0,1,Felix Klaus,5,5161.202148,Island Union Elementary,3,1,4,6,47,6
1418,0.0,0,0.32189998,0,0.0,2,6,1,0.3327,0,0.76875,0,1,Kassim Abdallah,4,5158.791992,Tulare City Elementary,3,7,9,13,10,6
1419,0.0,0,0.2914,0,1.0,2,1,0,0.3073,0,0.8,0,1,Gaëtan Bong,4,5123.474121,Chula Vista Elementary,4,1,7,10,28,5
1420,0.0,0,0.249,0,1.0,2,6,0,0.3661,0,0.9,0,1,Steven Whittaker,1,5782.543945,Black Butte Union Elementary,3,1,4,6,10,5
1421,1.0,0,0.42610002,0,0.0,1,6,0,0.4391,0,0.7982456,0,1, Martín Montoya,5,4842.60791,McSwain Union Elementary,2,1,7,10,86,4
1422,1.0,0,0.12,0,0.0,2,3,1,0.12,1,0.79545456,0,0, Siqueira,3,4219.40625,Franklin Elementary,4,1,3,5,21,6
1423,0.0,0,0.32,0,1.0,1,2,0,0.36,0,0.7567568,0,1,Martin Kelly,4,5081.169922,Escondido Union Elementary,2,1,4,6,15,6
1424,0.0,0,0.13,0,1.0,1,5,1,0.41,1,0.8,0,0,Cédric Carrasso,4,5144.993652,East Whittier City Elementary,4,20,4,6,30,5
1425,0.0,0,0.27,0,0.0,1,1,0,0.33,0,0.4,0,1,Lionel Messi,4,4674.298828,Rio Bravo-Greeley Union Elementary,2,3,3,5,20,5
1426,0.0,0,0.34,1,1.0,2,1,0,0.38,0,0.4878049,0,1, Guaita,3,4830.326172,Marcum-Illinois Union Elementary,2,3,3,5,12,1
1427,0.0,0,0.32,0,0.0,2,1,0,0.32,0,0.6,0,1,Kevin Volland,1,5621.687988,Vallecitos Elementary,1,1,3,5,25,3
1428,0.0,0,0.24,1,0.0,2,6,1,0.32,1,0.9028571,0,0, Manuel Pablo,4,4948.868164,Victor Elementary,2,14,3,5,15,5
1429,1.0,0,0.262,0,0.0,2,2,0,0.365,0,0.6181818,0,1,Tomáš Pekhart,2,5100.975586,Savanna Elementary,1,1,4,6,13,2
1430,0.0,0,0.25,0,1.0,1,2,0,0.28,0,0.67118645,0,1,Maxim Choupo-Moting,4,5132.788574,West Side Union Elementary,3,4,4,6,42,5
1431,0.0,0,0.19,0,1.0,1,2,0,0.35,0,0.5194805,0,1,Pantxi Sirieix,3,5358.51709,Enterprise Elementary,2,12,7,10,22,4
1432,0.0,0,0.083000004,0,1.0,1,1,0,0.231,0,0.17910448,0,1,Johan Liebus,5,5149.186523,Red Bluff Union Elementary,2,3,7,10,28,5
1433,0.0,0,0.29,0,1.0,2,1,0,0.31,0,0.53636366,0,1,Kevin Nolan,4,5373.206543,Jamestown Elementary,2,3,7,10,22,5
1434,1.0,0,0.074,0,1.0,1,1,0,0.11399999,0,0.5449591,0,1,Jonas Hofmann,4,6485.166016,Weed Union Elementary,3,1,7,10,30,6
1435,0.0,0,0.29799998,0,1.0,1,2,0,0.3,0,0.48958334,0,1,Łukasz Fabiański,4,5504.025391,South Bay Union Elementary,4,2,4,6,26,6
1436,0.0,0,0.276,1,0.0,2,1,0,0.287,0,0.6896552,0,1,Rani Khedira,4,5105.734375,Brentwood Union Elementary,3,1,3,5,12,6
1437,0.0,0,0.32,0,1.0,2,1,0,0.43,0,0.85714287,0,1,Romain Amalfitano,4,5634.730957,Summerville Elementary,3,2,3,5,22,5
1438,0.0,0,0.25,0,1.0,2,1,0,0.35,0,0.8901099,0,1,Szabolcs Huszti,5,4980.294434,Ophir Elementary,4,1,7,10,57,1
1439,1.0,0,0.32,0,0.0,2,1,0,0.33,0,0.80864197,0,1,Sebastián Coates,5,6113.859863,Montgomery Elementary,2,1,7,10,10,5
1440,0.0,0,0.34,0,1.0,2,2,0,0.42,0,0.864,0,1,Jean Beausejour,3,5850.0,Santa Rosa Elementary,3,1,7,10,69,5
1441,0.0,0,0.32,0,0.0,2,1,0,0.5,0,1.0,0,1,Mesut Özil,4,4547.944824,Salida Union Elementary,1,1,3,5,46,4
1442,0.0,0,0.24,0,0.0,1,1,0,0.4,0,1.0,0,1,Simon Jentzsch,2,5011.840332,Shasta Union Elementary,1,6,3,5,54,5
1443,0.0,0,0.37,0,0.0,2,2,0,0.38,0,0.73255813,0,1,Carlos Vela,3,5261.370605,Fortuna Union Elementary,1,1,7,10,24,1
1444,1.0,0,0.32,0,0.0,2,1,0,0.33,0,0.8014184,0,1,Robert Green,1,4276.115234,Rockford  Elementary,2,6,4,6,85,5
1445,1.0,0,0.21,0,0.0,2,1,0,0.22,0,0.9015151,0,1,Jamie Mackie,3,4566.27002,Plaza Elementary,2,3,7,10,44,5
1446,0.0,0,0.33,0,1.0,1,2,1,0.38,0,0.65,0,1,Glenn Whelan,4,6049.495117,Monte Rio Union Elementary,1,1,7,10,35,3
1447,0.0,0,0.33,0,1.0,2,1,0,0.38,0,0.59183675,0,1,Lionel Messi,3,4974.28125,Janesville Union Elementary,3,18,7,10,11,2
1448,0.0,0,0.33,0,1.0,1,1,0,0.38,0,0.8,0,1, Júlio Baptista,3,4432.478027,Magnolia Union Elementary,4,7,7,10,22,5
1449,0.0,0,0.33,0,0.0,4,5,0,0.38,0,0.78918916,0,1,Frank Lampard,4,4924.619141,Shaffer Union Elementary,2,4,7,10,45,3
1450,1.0,0,0.28,0,1.0,2,1,0,0.38,0,0.8,0,1,Leon Osman,3,4603.659668,Fullerton Elementary,2,19,9,13,22,5
1451,0.0,0,0.33,1,1.0,1,2,0,0.38,0,0.375,0,1,Bo Svensson,5,5973.925293,Cinnabar Elementary,2,1,9,13,64,6
1452,0.0,0,0.33,0,1.0,1,3,0,0.38,1,0.41666666,0,0,Sebastian Jung,4,5215.943848,Santa Barbara Elementary,1,3,4,6,31,2
1453,0.0,1,0.33,0,1.0,2,3,0,0.38,0,0.76,0,1,Robert Zillner,2,4882.236816,Rohnerville Elementary,2,3,7,10,59,6
1454,0.0,0,0.33,0,1.0,1,2,0,0.38,0,0.7733333,0,1,Hiroki Sakai,4,4145.835938,Pleasant Grove Joint Union Elementary,4,1,3,5,9,5
1455,0.0,0,0.2,0,1.0,2,1,0,0.23,0,0.7692308,0,1,Mamadou Bah,4,7542.038086,Mountain Union Elementary,3,1,3,5,15,1
1456,0.0,0,0.26,0,1.0,2,1,0,0.26,0,0.36666667,0,1,Beg Ferati,1,5247.018066,South Fork Union Elementary,4,1,3,5,23,6
1457,1.0,0,0.15,0,1.0,2,1,0,0.15,0,0.6315789,0,1,Jon Walters,3,5169.814941,Jamul-Dulzura Union Elementary,4,1,7,10,47,1
1458,0.0,0,0.14,0,1.0,1,1,0,0.17,0,0.4893617,0,1,Joey Barton,2,5951.005859,Live Oak Elementary,1,4,4,6,19,1
1459,0.0,0,0.28,0,1.0,1,1,0,0.28,0,0.43681318,0,1, Fernando Navarro,2,4746.572266,Menifee Union Elementary,1,1,3,5,17,6
1460,1.0,0,0.3,0,0.0,2,1,0,0.3,1,0.8685714,0,0,Gabriel Tamaş,4,4944.092285,Lakeside Union Elementary,1,1,3,5,46,2
1461,1.0,0,0.22,0,0.0,1,1,0,0.3,0,0.63380283,0,1, Cala,2,6306.487305,Whisman Elementary,1,1,7,10,348,1
1462,0.0,0,0.16,0,0.0,1,1,0,0.17,0,0.7692308,0,1, Xisco,3,4260.306641,McCabe Union Elementary,1,4,9,13,44,1
1463,0.0,0,0.21,0,0.0,2,1,0,0.38,0,0.8,0,1,Milan Biševac,4,4718.163086,Lammersville Elementary,2,3,4,6,19,5
1464,0.0,0,0.31,0,1.0,2,6,0,0.37,1,0.8196721,0,0,Jannik Vestergaard,1,4751.299805,Lassen View Union Elementary,4,1,7,10,47,6
1465,0.0,0,0.28,0,0.0,2,1,0,0.35,0,0.76551723,0,1,Gianni Bruno,2,5653.453613,Loleta Union Elementary,2,5,3,5,33,5
1466,0.0,0,0.23,0,1.0,1,1,0,0.577,0,0.7916667,0,1,Johnny Heitinga,3,5920.253418,Junction Elementary,4,2,3,5,10,1
1467,0.0,0,0.25,0,0.0,1,1,0,0.37,0,0.8748481,0,1, Odaïr Fortes,2,4825.59082,Rosemead Elementary,3,5,4,6,7,5
1468,0.0,0,0.28,1,1.0,1,6,0,0.367,0,0.8,0,1,Philipp Klement,2,5532.582031,Grass Valley Elementary,4,1,3,5,9,1
1469,0.0,0,0.26,0,1.0,1,1,0,0.48700002,0,0.74183977,0,1,Damien Duff,2,3926.06958,Buena Vista Elementary,4,9,7,10,12,5
1470,0.0,0,0.22,0,1.0,1,1,1,0.39900002,0,0.36153847,0,1, Bébé,4,5805.636719,Kernville Union Elementary,4,2,3,5,13,4
1471,0.0,0,0.27,0,1.0,2,1,0,0.36200002,0,0.86778396,0,1,Jermaine Jenas,3,4899.239746,Galt Joint Union Elementary,3,2,9,13,16,4
1472,0.0,0,0.19600001,0,1.0,1,1,0,0.42,0,0.74054056,0,1,Kingsley Onuegbu,4,4884.862305,Southside Elementary,2,2,3,5,18,6
1473,0.0,0,0.185,0,1.0,2,1,0,0.431,0,0.6666667,0,1,Marko Marin,3,5139.9375,Lakeside Union Elementary,1,2,7,10,16,5
1474,0.0,0,0.33,0,1.0,1,1,0,0.36,0,0.49142858,0,1,Momo Diamé,2,5249.364746,Nuestro Elementary,2,7,7,10,15,6
1475,0.0,0,0.26,0,0.0,2,5,0,0.37,0,0.9285714,0,1,Daniel Caligiuri,2,5399.070313,Alvina Elementary,2,1,4,6,85,6
1476,1.0,0,0.32,0,0.0,2,1,0,0.34,0,0.76521736,0,1,Shane Ferguson,4,4965.290039,Oakley Union Elementary,3,1,9,13,11,5
1477,0.0,0,0.33,0,0.0,2,1,0,0.3,0,0.9235669,0,1,Timothy Chandler,2,6210.323242,Etna Union Elementary,1,2,7,10,60,5
1478,1.0,0,0.33,0,0.0,1,3,0,0.38,0,0.5405405,0,1,Luka Modrić,5,4797.503418,Jefferson Elementary,3,1,4,6,27,6
1479,1.0,0,0.3,0,1.0,2,5,0,0.38,0,0.73714286,0,1,Daniel Van Buyten,2,5397.161621,Berryessa Union Elementary,2,2,7,10,61,5
